编号,标题,链接,内容
16017,SWIFT observations of the transient magnetar XTE J1810-197,https://www.astronomerstelegram.org/?read=16017,"SWIFT observations of the transient magnetar XTE J1810-197

ATel #16017;  Elise Kesler, McKinley Brumback, Anna Gaishin, Nathan Morrow, Matthew Wanink (University of Michigan) on 27 Apr 2023; 20:17 UTCredential Certification: McKinley Brumback (brumback@umich.edu)

Subjects: X-ray, Magnetar

XTE J1810-197, a transient magnetar with detected pulsations, has shown intermittent outbursts since its discovery in 2003 (Maan et al. 2019). We report on two recent observations of this source as obtained by the Neil Gehrels Swift Observatory.

The first observation, a 4 ks XRT exposure carried out on 23 March 2023, captured 78 photons in the 0.3-3.0 keV range (obsID 00014973014). This narrow energy range was motivated by the spectral shape, which was extremely soft and not detected above the background above 3 keV. We utilized XSPEC to fit the data with a combination of basic absorption and blackbody models. As the absorbing column was poorly constrained, we fixed its value to N_H=1.67x10^22 cm^-2, the average value for this source given by the HEASARC HI column density calculator (HI4PI Collaboration). These fits result in a blackbody temperature of kT=0.17 keV +/- 0.52z10^-2 keV and a normalization value of norm=5.3x10^-4 +/- 1.6x10^-4, with uncertainties at the 68% confidence level. From this fit, we determine a flux of 7.1x10^-13 +/- 2.2x10^-13 erg/cm^2/s, which implies a luminosity of 5.3x10^32 +/- 1.6x10^32 erg/s, assuming a distance of 2.5 +/- 1 kpc (Ding et al. 2020).

We also examine a more recent 3.3 ks XRT exposure beginning on 14 April 2023 (obsID 00014973016). This subsequent observation captured 148 photons in the 0.3-3.0 keV range. Due to low signal to noise, we were unable to attain good spectral fit in this range. Thus, we utilized the WebPIMMS tools, assuming the absorbed blackbody model and parameters from the previous analysis, to estimate a flux of 9.1x10^-13 +/- 0.75x10^-13 erg/cm^2/s. The resulting luminosity of 6.8x10^32 +/- 0.6x10^32 erg/s is consistent with our previous analysis within their errors.

Looking at the recent BAT light curves for XTE J1810-197 suggests that this source has not had a large outburst recently, though it does display small variations in brightness. Previous analyses of this transient magnetar (ATel #12689) yielded hotter blackbody temperatures than the ones discussed here, which may suggest a change in this source's properties over time. The soft nature of our spectra and different models likely also account for the discrepancies. We suggest further follow up measurements and observations in the X-ray range due to these factors and high errors on our measured luminosity.

References  Maan, Y., Joshi, B. C., Surnis, M. P., et al. (2019). ApJ, 882(1), L9  Ding, H. et al., MNRAS, Volume 498, Issue 3, November 2020, Pages 3736â3743  HI4PI Collaboration 2016, A&A, 594, A116 M. Balakrishnan, et al., 2019, The Astronomer's Telegram, 12689"
16009,Spectroscopic Classification of AT2023ghq and AT2023gjg with the Lick Shane telescope,https://www.astronomerstelegram.org/?read=16009,"Spectroscopic Classification of AT2023ghq and AT2023gjg with the Lick Shane telescope

ATel #16009;  K. W. Davis, K. Taggart, M. J. Bustamante-Rosell, R. J. Foley (UCSC) on 24 Apr 2023; 22:14 UTDistributed as an Instant Email Notice SupernovaeCredential Certification: Maria Jose Bustamante-Rosell (majoburo@gmail.com)

Subjects: Optical, Cataclysmic Variable, Supernovae

We report the classifications of AT2023ghq and AT2023gjg from spectroscopic observations with the Kast spectrograph on the Shane telescope obtained on 2023 Apr 23 UT. The targets were supplied by ATLAS and ALeRCE (selected from the ZTF data stream) respectively. The classifications were performed with SNID (Blondin & Tonry, 2007, ApJ, 666, 1024).

Notes: 
When the redshift is given to 2 decimal places, it is derived from the SN spectrum. Otherwise, the redshift is determined from the host galaxy. 
(1) The spectrum shows a blue, featureless continuum, consistent with a fast blue optical transient or cataclysmic variable. We see no obvious emission lines in the spectrum. See AstroNote#2023-99. 
(2) The spectrum shows a blue continuum with a broad bump consistent with H-alpha at this redshift."
15999,Spectroscopic Classification of an optical transient with the Lick Shane telescope,https://www.astronomerstelegram.org/?read=15999,"Spectroscopic Classification of an optical transient with the Lick Shane telescope

ATel #15999;  K. Taggart, C. Rojas-Bravo, R. J. Foley (UCSC) on 21 Apr 2023; 01:44 UTDistributed as an Instant Email Notice SupernovaeCredential Certification: Kirsty Taggart (k.taggart@ucsc.edu)

Subjects: Optical, Supernovae

We report the following classification from spectroscopic observations with the Kast spectrograph on the Lick Shane telescope. The target was supplied by ALeRCE using ZTF data.  Observations were made on 2023 Apr 12 UT. The classification was performed with SNID (Blondin & Tonry, 2007, ApJ, 666, 1024).

Notes: 
The redshift is determined from the host galaxy emission lines in the supernova spectrum. 
(1) By masking the host emission lines, and restricting the phase we find reasonable fits to a SN Ic. The redshift derived from the SNID template fits and the transients' close proximity to the dwarf galaxy SDSS J160037.30+194252.6 (z = 0.0415) favor the transient being associated with this host galaxy as opposed to the nearby bright galaxy IC1156 (z = 0.0312). The peak absolute r-band magnitude of -17.9 mag is also consistent with a stripped-envelope SN."
15982,LJT Spectroscopic Classification of AT 2023eoc as a young SN Ia,https://www.astronomerstelegram.org/?read=15982,"LJT Spectroscopic Classification of AT 2023eoc as a young SN Ia

ATel #15982;  Qian Zhai, Yongzhi Cai, Jujia Zhang (YNAO); Liping Li (Yunnan Unversity); Xiaofeng Wang (THU) on 7 Apr 2023; 20:09 UTDistributed as an Instant Email Notice SupernovaeCredential Certification: Ju-Jia Zhang (jujia@ynao.ac.cn)

Subjects: Optical, Supernovae

We obtained an optical spectrum (range 360-870 nm) of AT 2023eoc on UT 2023 April 7.8 with the Li-Jiang 2.4 m telescope (LJT+YFOSC) at the Li-Jiang Observatory of Yunnan Observatories. The spectrum was matched to that of a young Type Ia supernova about two weeks before maximum. Cross-correlation with a library of supernova spectra using the ""Supernova Identification"" code (SNID; Blondin and Tonry 2007, Ap.J., 666, 1024) shows that it matches SN 1999ee at t = -9 days. The redshift obtained from SNID is 0.036, and the expansion velocity derived from the absorption minimum of Si II 6355 is ~17000 km/s."
15981,Erratum to ATel #15980,https://www.astronomerstelegram.org/?read=15981,"Erratum to ATel #15980

ATel #15981;  Yi Feng(Zhejiang Lab), Jinchen Jiang(NAOC), Dejiang Zhou(NAOC), Pei Wang(NAOC), Junshuo Zhang(NAOC), Di Li(NAOC), Weiwei Zhu(NAOC), Bing Zhang(UNLV), Yongkun Zhang(NAOC), Yuan-Pei Yang(YNU), Jinlin Han(NAOC), Kejia Lee(PKU&NAOC), Ye Li(PMO), Rui Luo(GZHU), Chenchen Miao(NAOC), Chenhui Niu(NAOC), Jiarui Niu(NAOC), ChaoWei Tsai(NAOC), Bojun Wang(NAOC), Fayin Wang(NJU), Weiyang Wang(UCAS), Xuefeng Wu(PMO), Heng Xu(NAOC), Jumei Yao(XAO), Wenfei Yu(SHAO), Chunfeng Zhang(NAOC), Songbo Zhang(PMO) on 7 Apr 2023; 13:51 UTDistributed as an Instant Email Notice TransientsCredential Certification: Pei Wang (wangpei@nao.cas.cn)

Subjects: Radio, Transient, Fast Radio Burst

We report a typo of ATel #15980. The average decrease of RM should be roughly 1.02 x 104 rad m-2 per year since 2019."
15980,A highly depolarized burst from FRB 20121102A with significantly smaller RM as revealed by FAST,https://www.astronomerstelegram.org/?read=15980,"A highly depolarized burst from FRB 20121102A with significantly smaller RM as revealed by FAST

ATel #15980;   Yi Feng(Zhejiang Lab), Jinchen Jiang(NAOC), Dejiang Zhou(NAOC), Pei Wang(NAOC), Junshuo Zhang(NAOC), Di Li(NAOC), Weiwei Zhu(NAOC), Bing Zhang(UNLV), Yongkun Zhang(NAOC), Yuan-Pei Yang(YNU), Jinlin Han(NAOC), Kejia Lee(PKU&NAOC), Ye Li(PMO), Rui Luo(GZHU), Chenchen Miao(NAOC), Chenhui Niu(NAOC), Jiarui Niu(NAOC), ChaoWei Tsai(NAOC), Bojun Wang(NAOC), Fayin Wang(NJU), Weiyang Wang(UCAS), Xuefeng Wu(PMO), Heng Xu(NAOC), Jumei Yao(XAO), Wenfei Yu(SHAO), Chunfeng Zhang(NAOC), Songbo Zhang(PMO) on 7 Apr 2023; 12:10 UTCredential Certification: Pei Wang (wangpei@nao.cas.cn)

Subjects: Radio, Transient, Fast Radio Burst

Referred to by ATel #:  15981

FAST has been monitoring FRB 20121102A nearly biweekly since the beginning of 2023. The central beam of the FAST L-band-focal-plane Array of 19 beams (FLAN) was pointing to RA = 05h31m58.70s, DEC = +33d08m52.5s (Chatterjee et al. 2017). Pulsar-searching data were taken with a 49.152 microsecond sampling and 4096 frequency channels covering  1.0 GHz to 1.5 GHz.  
 
Since the last active episode (ATEL 13959), FAST detected at least 100 bursts from FRB 20121102A in 2023. During the observation on March 3rd, a bright burst was detected at MJD 60006.51262001.  
 
The Faraday rotation measure (RM) derived from this polarised pulse by using the RM-synthesis method is +30755-15+10 rad m-2, continuing the decreasing trend of  FRB 20121102A's RM, which had been observed between 2016-2019 (Michill et al. 2018; Hilmarsson et al. 2021). Our measurement is the first RM measurement since 2019 and is much smaller than the earlier detections (Michill et al. 2018; Hilmarsson et al. 2021), suggesting  significant changes of the environment, which was also indicated by the DM decrease (ATEL 13959). The average decrease of RM is roughly 1.02 x 105rad m-2 per year since 2019. We encourage more follow-up monitoring efforts with multi-band facilities.     
 
FAST is a Chinese national mega-science facility, built and operated by the National Astronomical Observatories, Chinese Academy of Sciences (NAOC). We appreciate all the members in the FAST FRB key science project collaboration for their support and assistance during the observations. 
 
Chatterjee, S.; Law, C. J.; Wharton, R. S. et al. 2017, Nature, 541, 58 
Hilmarsson, G. H., Michilli, D., Spitler, L. G., et al. 2021, ApJL, 908, L10 
Michilli, D., Seymour, A., Hessels, J. W. T., et al. 2018,Nature, 553, 182 
Wang, P., Men, Y., Zhou, D., et al. 2020, The Astronomerâs Telegram, 13959, 1"
15972,Radio detection of the tidal disruption event AT2022wtn,https://www.astronomerstelegram.org/?read=15972,"Radio detection of the tidal disruption event AT2022wtn

ATel #15972;  Collin T. Christy (Arizona), Kate D. Alexander (Arizona), Tanmoy Laskar (Utah), Edo Berger (Harvard), Adelle J. Goodwin (ICRAR-Curtin), James C. A. Miller-Jones (ICRAR-Curtin), Ryan Chornock (Berkeley) on 31 Mar 2023; 18:25 UTCredential Certification: Collin Christy (collinchristy@arizona.edu)

Subjects: Radio, Tidal Disruption Event

We report new radio observations of the tidal disruption event (TDE) AT2022wtn taken as part of our VLA Large Program dedicated to TDEs. AT2022wtn was first discovered as ZTF22abkfhua on 2022 October 2 as an optical flare (TNS Astronomical Transient Report No. 160738 by ZTF). It was later classified on 2022 November 21 as a TDE at a redshift of z=0.049 (TNS Classification Report No. 13873).

We observed AT2022wtn with NSF's Karl G. Jansky Very Large Array (VLA) on 2023 January 7.90 UT and 2023 March 20.67 UT at a mean frequency of 15 GHz. We reduced the data in CASA using standard procedures. We report the detection of a point source at 15 GHz (Ku band) with coordinates (RA, Dec) 23:23:23.79, +10:41:07.75, and a positional uncertainty of 0.04 arcseconds in each coordinate. This emission is coincident with the optical coordinates of AT2022wtn. In our first epoch, we marginally detected radio emission with a flux density of 20 +/- 7 μJy. In our second observation, the source had brightened to 223 +/- 6 μJy, confirming the transient nature of the emission and its association with the TDE. Further VLA radio observations to constrain the broadband spectrum of the source have been scheduled. We encourage additional multi-wavelength follow up.

Our VLA Large Program (20B-377) began in December 2020 and will continue until October 2023. We are targeting new publicly-reported TDEs discovered at z < 0.1, to determine the prevalence of radio emission in TDEs. We will report new results from this program to the community via ATels, TNS AstroNotes, and on our program website (https://www.as.arizona.edu/radiotdes). For collaboration, or to suggest new targets, please contact the program PI (Kate Alexander, kdalexander@arizona.edu) or one of the program co-Is."
15966,Spectroscopic Classification of AT2023ebt and AT2023edb with SOAR + Goodman,https://www.astronomerstelegram.org/?read=15966,"Spectroscopic Classification of AT2023ebt and AT2023edb with SOAR + Goodman

ATel #15966;  K. W. Davis, R. J. Foley (UCSC), G. Dimitriadis (TCD) on 30 Mar 2023; 09:49 UTDistributed as an Instant Email Notice SupernovaeCredential Certification: Ryan Foley (foley@ucsc.edu)

Subjects: Optical, Supernovae

We report the following the classification of AT2023ebt and AT2023edb from spectroscopic observations with the Goodman spectrograph on the SOAR telescope using the AEON queue, made on 2023 Mar 30 UT.  The targets were supplied by the Young Supernova Experiment (YSE) and ALeRCE (selected from the ZTF data stream) respectively. The classification was performed with SNID (Blondin & Tonry, 2007, ApJ, 666, 1024).

Notes: 
When the redshift is given to 2 decimal places, it is derived from the SN spectrum.  Otherwise, the redshift is determined from the host galaxy. 
 
(1) We measure a H-alpha absorption velocity of -8,400 km/s. 
(2) We measure a H-alpha absorption velocity of -13,300 km/s. 
We thank the SOAR observatory staff for executing this observation."
15963,Spectroscopic Classifications of Transients with Keck II + ESI,https://www.astronomerstelegram.org/?read=15963,"Spectroscopic Classifications of Transients with Keck II + ESI

ATel #15963;  K. Taggart, K. W. Davis, R. J. Foley (UCSC) on 27 Mar 2023; 12:08 UTDistributed as an Instant Email Notice SupernovaeCredential Certification: Ryan Foley (foley@ucsc.edu)

Subjects: Optical, Supernovae, Transient

We report the following the classification of three transients from spectroscopic observations with ESI on the Keck II telescope, made on 2023 Mar 27 UT.  The targets were supplied by ASAS-SN, ATLAS, and PSST. The classification was performed with SNID (Blondin & Tonry, 2007, ApJ, 666, 1024).

Notes: 
When the redshift is given to 2 decimal places, it is derived from the SN spectrum.  Otherwise, the redshift is determined from the host galaxy. 
(1) We measure an H-alpha velocity of -13,900 km/s. 
(2) We measure an H-alpha velocity of -5,600 km/s. 
(3) The spectrum is a blue featureless continuum."
15961,Spectroscopic Classification of AT2023dtz in NGC 4611 with SOAR + Goodman,https://www.astronomerstelegram.org/?read=15961,"Spectroscopic Classification of AT2023dtz in NGC 4611 with SOAR + Goodman

ATel #15961;  K. W. Davis, R. J. Foley (UCSC), G. Dimitriadis (TCD) on 24 Mar 2023; 17:47 UTDistributed as an Instant Email Notice SupernovaeCredential Certification: Ryan Foley (foley@ucsc.edu)

Subjects: Optical, Supernovae

We report the following the classification of AT2023dtz from spectroscopic observations with the Goodman spectrograph on the SOAR telescope using the AEON queue, made on 2023 Mar 24 UT.  The target was supplied by ATLAS. The classification was performed with SNID (Blondin & Tonry, 2007, ApJ, 666, 1024).

Notes: 
When the redshift is given to 2 decimal places, it is derived from the SN spectrum.  Otherwise, the redshift is determined from the host galaxy. 
(1) We measure a Si II 6355 absorption velocity  of -12,100 km/s. 
 
We thank the SOAR observatory staff for executing this observation."
15954,Spectroscopic Classifications of AT2023dtc in NGC 2613 with Keck I + LRIS,https://www.astronomerstelegram.org/?read=15954,"Spectroscopic Classifications of AT2023dtc in NGC 2613 with Keck I + LRIS

ATel #15954;  K. W. Davis, R. J. Foley (UCSC) on 21 Mar 2023; 07:28 UTDistributed as an Instant Email Notice SupernovaeCredential Certification: Ryan Foley (foley@ucsc.edu)

Subjects: Optical, Supernovae

We report the following the classification of AT2023dtc from spectroscopic observations with the LRIS spectrograph on the Keck I telescope, made on 2023 Mar 21 UT.  The target was supplied by ATLAS. The classification was performed with SNID (Blondin & Tonry, 2007, ApJ, 666, 1024).

Notes: 
When the redshift is given to 2 decimal places, it is derived from the SN spectrum.  Otherwise, the redshift is determined from the host galaxy. 
(1) There is a red continuum consistent with E(B-V) ~ 1 mag when matching to template spectra.  We measure a He I 6678 absorption velocity of -14,800 km/s. 
 
We thank the Keck Observatory staff, M. Lundquist, M. Gull, and D. Weisz for their cooperation in the execution of this observation."
